PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
700,0,2,Passenger 700,male,43.93755059427755,1,1,TKT00700,15.2815,,S
701,0,2,Passenger 701,male,,1,0,TKT00701,30.2423,,S
702,1,2,Passenger 702,female,,1,1,TKT00702,46.4132,,S
703,0,1,Passenger 703,male,37.99643692807466,1,0,TKT00703,58.3881,,S
704,0,3,Passenger 704,female,16.397337177818564,3,1,TKT00704,10.8906,,Q
705,1,2,Passenger 705,female,,1,0,TKT00705,40.4922,,S
706,0,3,Passenger 706,male,,2,0,TKT00706,5.3133,,S
707,0,3,Passenger 707,male,66.45076818250574,0,0,TKT00707,29.0785,,S
708,1,3,Passenger 708,female,24.734541332165847,0,0,TKT00708,36.0444,,S
709,0,2,Passenger 709,male,23.586854776646213,1,0,TKT00709,7.3966,,S
710,1,3,Passenger 710,female,,1,0,TKT00710,11.4849,,C
711,0,3,Passenger 711,male,41.46745836476994,0,0,TKT00711,8.6831,,C
712,1,3,Passenger 712,female,22.508779852726033,0,0,TKT00712,10.6521,,C
713,1,3,Passenger 713,female,24.355722522979317,0,0,TKT00713,9.9407,,S
714,0,3,Passenger 714,male,37.57583173505257,1,0,TKT00714,17.2912,,S
715,0,3,Passenger 715,male,18.413820629714742,0,0,TKT00715,11.4073,,S
716,1,1,Passenger 716,female,24.25252416778979,1,0,TKT00716,46.4598,,C
717,0,3,Passenger 717,male,,1,1,TKT00717,11.1053,,S
718,0,1,Passenger 718,male,43.94314158751161,0,0,TKT00718,88.2477,,S
719,0,3,Passenger 719,male,21.535619373486426,0,0,TKT00719,7.0444,,S
720,0,3,Passenger 720,male,4.206617531570593,0,0,TKT00720,5.7208,,C
721,1,3,Passenger 721,female,3.167635454745046,0,3,TKT00721,29.419,,C
722,1,2,Passenger 722,female,12.368217066114134,1,0,TKT00722,18.7236,,C
723,0,1,Passenger 723,male,11.615651945200877,0,0,TKT00723,65.8044,,S
724,1,3,Passenger 724,female,,0,0,TKT00724,10.0332,,Q
725,1,1,Passenger 725,male,13.35567784963353,0,0,TKT00725,89.5802,,S
726,1,1,Passenger 726,male,,1,0,TKT00726,155.4386,,S
727,0,2,Passenger 727,male,19.162797610251303,1,0,TKT00727,32.4547,,S
728,1,1,Passenger 728,female,23.83288994812809,0,1,TKT00728,35.3476,,S
729,0,3,Passenger 729,male,48.515060641323714,0,0,TKT00729,6.4369,,S
730,0,3,Passenger 730,male,39.267266252027234,0,1,TKT00730,10.0279,,S
731,0,2,Passenger 731,male,,1,0,TKT00731,22.1574,,S
732,1,1,Passenger 732,female,23.545632071868265,0,0,TKT00732,32.2532,,S
733,1,1,Passenger 733,male,23.934742807277704,1,0,TKT00733,101.2101,,C
734,0,2,Passenger 734,male,,3,0,TKT00734,15.3334,,S
735,1,1,Passenger 735,female,38.178367026932065,1,0,TKT00735,137.0685,,S
736,0,3,Passenger 736,male,17.293354914591596,1,0,TKT00736,27.2265,,S
737,0,1,Passenger 737,male,30.51073057859924,2,0,TKT00737,62.601,,C
738,1,2,Passenger 738,male,1.5573260387176227,2,0,TKT00738,30.46,,S
739,0,2,Passenger 739,male,32.96399297838836,0,0,TKT00739,14.3608,,S
740,0,2,Passenger 740,male,40.670089387421605,2,1,TKT00740,33.0999,,S
741,1,1,Passenger 741,female,26.079039223667746,0,0,TKT00741,55.9416,,S
742,0,1,Passenger 742,male,55.43137794596147,1,0,TKT00742,42.9158,,S
743,1,3,Passenger 743,female,17.662661735895295,0,1,TKT00743,10.535,,S
744,1,1,Passenger 744,female,33.04416581424566,0,1,TKT00744,56.7644,,S
745,0,3,Passenger 745,male,,0,0,TKT00745,10.3666,,S
746,0,3,Passenger 746,male,28.595832655792282,0,0,TKT00746,18.3984,,S
747,1,2,Passenger 747,female,28.39948964793353,1,0,TKT00747,17.5576,,S
748,0,2,Passenger 748,male,31.499470420132603,1,1,TKT00748,54.5783,,S
749,0,3,Passenger 749,female,41.871422408491796,0,0,TKT00749,6.6103,,S
750,1,3,Passenger 750,female,49.288307307846424,0,0,TKT00750,24.825,,S
751,1,2,Passenger 751,male,29.968496576941796,0,0,TKT00751,15.8227,,S
752,0,2,Passenger 752,male,41.414425010402866,0,0,TKT00752,24.9886,,S
753,0,2,Passenger 753,male,20.175262752265045,0,0,TKT00753,20.0512,,S
754,0,3,Passenger 754,male,40.72337633816726,0,3,TKT00754,10.2803,,S
755,0,3,Passenger 755,male,19.332118666422136,0,0,TKT00755,17.2105,,S
756,1,1,Passenger 756,male,,1,0,TKT00756,137.4716,,S
757,1,2,Passenger 757,female,60.948972283505356,2,0,TKT00757,42.7176,,S
758,1,3,Passenger 758,female,28.290825568400514,0,0,TKT00758,10.0014,,S
759,1,1,Passenger 759,female,0.5,0,0,TKT00759,76.0515,,S
760,0,3,Passenger 760,male,22.32697893457248,0,0,TKT00760,8.4399,,C
761,0,3,Passenger 761,male,47.246251880050245,0,0,TKT00761,7.6807,,S
762,0,1,Passenger 762,male,,0,1,TKT00762,41.7901,,S
763,1,1,Passenger 763,male,33.484790381450416,0,0,TKT00763,57.4886,,C
764,1,1,Passenger 764,female,44.12135698336775,0,0,TKT00764,78.3212,,S
765,0,3,Passenger 765,male,36.78234814947791,1,0,TKT00765,5.0763,,S
766,0,1,Passenger 766,male,,1,1,TKT00766,68.555,,S
767,1,1,Passenger 767,female,42.8719314730578,0,2,TKT00767,138.4773,,Q
768,1,1,Passenger 768,male,51.30380633831743,0,0,TKT00768,115.9727,,Q
769,0,1,Passenger 769,male,35.02314517468756,1,0,TKT00769,53.794,,S
770,0,3,Passenger 770,male,42.673631620915366,0,0,TKT00770,6.4001,,C
771,0,2,Passenger 771,male,25.700220976799002,0,0,TKT00771,30.7472,,S
772,1,3,Passenger 772,female,,1,1,TKT00772,4.2294,,S
773,0,3,Passenger 773,male,53.89474696586562,0,1,TKT00773,19.7761,,S
774,1,3,Passenger 774,female,33.026865468517634,1,1,TKT00774,10.9003,,S
775,1,1,Passenger 775,female,41.268327922073304,0,0,TKT00775,159.5856,,S
776,1,3,Passenger 776,female,31.732360201759462,0,0,TKT00776,5.5167,,C
777,0,3,Passenger 777,male,,0,0,TKT00777,18.1391,,S
778,1,1,Passenger 778,male,30.15376049615362,1,1,TKT00778,66.9045,,S
779,1,3,Passenger 779,female,50.103916248748,1,0,TKT00779,10.3391,,S
780,0,3,Passenger 780,male,,1,0,TKT00780,6.4784,,S
781,0,2,Passenger 781,male,6.039375763773574,1,0,TKT00781,32.6865,,S
782,1,3,Passenger 782,female,26.986577607933835,1,0,TKT00782,16.2675,,Q
783,0,3,Passenger 783,male,54.95211309786597,1,0,TKT00783,26.795,,S
784,0,3,Passenger 784,female,,0,0,TKT00784,18.888,,S
785,1,3,Passenger 785,female,,0,0,TKT00785,9.1858,,S
786,1,2,Passenger 786,female,56.50268439591561,0,0,TKT00786,15.913,,Q
787,0,3,Passenger 787,male,39.553495137379095,0,1,TKT00787,6.4824,,C
788,1,2,Passenger 788,female,,0,0,TKT00788,48.5128,,S
789,0,3,Passenger 789,male,24.80015169485104,0,0,TKT00789,8.4547,,S
790,1,3,Passenger 790,female,,0,0,TKT00790,23.3596,,S
791,1,1,Passenger 791,female,,0,0,TKT00791,88.6572,,C
792,1,2,Passenger 792,female,46.07558994322383,1,0,TKT00792,29.0011,,C
793,0,2,Passenger 793,male,37.590734000139584,1,0,TKT00793,21.7755,,C
794,0,1,Passenger 794,male,33.4255469568229,0,0,TKT00794,94.2356,,S
795,0,1,Passenger 795,male,32.03720727469833,0,0,TKT00795,69.5144,,S
796,0,2,Passenger 796,male,27.550447486001506,1,1,TKT00796,21.1731,,S
797,0,1,Passenger 797,male,44.63896168292972,1,0,TKT00797,95.7459,,S
798,0,1,Passenger 798,male,,0,0,TKT00798,65.6087,,S
799,0,3,Passenger 799,male,,0,0,TKT00799,8.3784,,S
800,1,3,Passenger 800,female,,1,1,TKT00800,15.7183,,S
801,0,3,Passenger 801,female,38.83733659294007,0,0,TKT00801,11.6594,,C
802,0,2,Passenger 802,male,36.723376135164735,0,0,TKT00802,31.1522,,C
803,1,3,Passenger 803,female,,0,0,TKT00803,9.7832,,C
804,1,3,Passenger 804,female,25.51243470327433,0,1,TKT00804,6.9643,,C
805,0,1,Passenger 805,male,41.024757861397354,1,1,TKT00805,152.8227,,S
806,0,1,Passenger 806,male,,0,1,TKT00806,140.3965,,S
807,0,3,Passenger 807,female,,1,0,TKT00807,17.8608,,S
808,1,1,Passenger 808,female,25.6335216284244,0,1,TKT00808,58.7905,,S
809,0,3,Passenger 809,female,,2,0,TKT00809,10.4831,,S
810,1,3,Passenger 810,female,5.7103348513639425,0,1,TKT00810,22.3529,,S
811,1,1,Passenger 811,female,,1,1,TKT00811,59.6964,,C
812,0,1,Passenger 812,male,6.49245401326796,3,2,TKT00812,52.6594,,C
813,1,3,Passenger 813,male,28.484733263478375,0,0,TKT00813,27.8661,,Q
814,0,3,Passenger 814,male,23.929215207841374,1,0,TKT00814,11.7453,,Q
815,1,1,Passenger 815,female,0.8096038464817106,0,0,TKT00815,155.1336,,C
816,0,3,Passenger 816,male,35.44652626607268,1,1,TKT00816,6.3957,,S
817,0,3,Passenger 817,male,24.67946712930926,0,0,TKT00817,15.1514,,
818,1,3,Passenger 818,female,0.6111112041425848,0,0,TKT00818,30.4746,,C
819,0,3,Passenger 819,male,41.75395327083953,0,0,TKT00819,12.1617,,C
820,1,2,Passenger 820,female,,0,1,TKT00820,22.1996,,S
821,0,1,Passenger 821,male,50.861740792152005,0,0,TKT00821,41.3887,,S
822,1,3,Passenger 822,female,35.0253901691206,1,2,TKT00822,19.5302,,Q
823,1,2,Passenger 823,female,30.644813940079615,0,1,TKT00823,17.678,,S
824,0,3,Passenger 824,male,48.59419269254116,0,1,TKT00824,11.4988,,S
825,1,3,Passenger 825,female,53.55337019476138,1,0,TKT00825,6.8852,,S
826,0,1,Passenger 826,male,45.86996184025875,1,0,TKT00826,141.0477,,S
827,0,3,Passenger 827,male,16.818473568782785,1,0,TKT00827,20.1782,,S
828,1,1,Passenger 828,female,32.818827945008906,0,0,TKT00828,69.0121,,Q
829,1,3,Passenger 829,female,36.15322602008,1,0,TKT00829,7.1388,,C
830,0,2,Passenger 830,male,4.665362435158791,0,0,TKT00830,49.9006,,Q
831,0,3,Passenger 831,male,36.57104923469084,0,0,TKT00831,10.1781,,S
832,0,3,Passenger 832,female,,0,0,TKT00832,7.2977,,S
833,0,2,Passenger 833,male,38.95910632121108,0,0,TKT00833,11.3127,,S
834,0,3,Passenger 834,male,,1,2,TKT00834,8.973,,S
835,0,3,Passenger 835,male,32.56080622180187,0,0,TKT00835,6.2359,,S
836,0,3,Passenger 836,male,28.9749434642265,1,0,TKT00836,9.067,,C
837,1,3,Passenger 837,female,35.337799461133656,1,0,TKT00837,16.775,,Q
838,0,3,Passenger 838,male,18.578426928217944,0,1,TKT00838,10.1348,,S
839,0,2,Passenger 839,male,16.50714737871856,0,0,TKT00839,29.3396,,S
840,1,3,Passenger 840,female,47.72826380037112,1,0,TKT00840,8.666,,S
841,1,1,Passenger 841,male,49.212792800131254,1,0,TKT00841,72.0832,,S
842,1,3,Passenger 842,female,16.124511581777092,0,1,TKT00842,28.4831,,S
843,0,3,Passenger 843,male,43.5519832637541,0,0,TKT00843,10.2583,,S
844,1,2,Passenger 844,female,28.78256034151571,0,0,TKT00844,29.7215,,S
845,1,1,Passenger 845,female,34.75732004286603,0,1,TKT00845,34.6053,,S
846,1,3,Passenger 846,female,,0,2,TKT00846,23.7826,,C
847,0,2,Passenger 847,male,43.92090655374046,0,1,TKT00847,20.1687,,S
848,0,3,Passenger 848,male,31.158054826084644,1,0,TKT00848,19.2526,,S
849,1,1,Passenger 849,female,,0,0,TKT00849,66.2254,,S
850,0,3,Passenger 850,male,34.331779756638944,0,0,TKT00850,15.8017,,S
851,0,1,Passenger 851,male,38.738579814573455,0,0,TKT00851,94.6751,,S
852,0,1,Passenger 852,male,18.33432371847855,0,0,TKT00852,57.1053,,C
853,1,3,Passenger 853,female,,1,0,TKT00853,19.6144,,C
854,1,3,Passenger 854,female,36.57754892486953,1,0,TKT00854,8.5281,,S
855,0,1,Passenger 855,male,39.981963954831386,0,0,TKT00855,99.3417,,S
856,1,3,Passenger 856,female,7.485398643038419,1,0,TKT00856,10.0675,,S
857,0,3,Passenger 857,male,18.482171676892584,0,0,TKT00857,14.0442,,S
858,0,3,Passenger 858,male,47.33037163086223,3,2,TKT00858,9.7475,,S
859,0,2,Passenger 859,male,34.01647565609647,0,0,TKT00859,25.5686,,C
860,0,3,Passenger 860,male,3.207083712395036,2,0,TKT00860,7.3986,,S
861,1,3,Passenger 861,male,,0,1,TKT00861,13.4141,,S
862,0,3,Passenger 862,female,,0,1,TKT00862,12.241,,S
863,1,3,Passenger 863,female,49.75843780227397,0,0,TKT00863,9.4106,,S
864,0,3,Passenger 864,male,28.770300499548206,1,1,TKT00864,11.7065,,Q
865,0,1,Passenger 865,male,32.86589360428742,0,1,TKT00865,74.351,,S
866,0,3,Passenger 866,male,46.505364100283074,0,0,TKT00866,9.0934,,S
867,1,3,Passenger 867,female,,0,0,TKT00867,11.3245,,S
868,1,3,Passenger 868,female,16.100144690324846,0,0,TKT00868,7.6324,,C
869,1,1,Passenger 869,female,27.2490221144265,0,0,TKT00869,201.1549,,S
870,0,1,Passenger 870,male,41.580419194697114,0,0,TKT00870,112.7416,,S
871,0,3,Passenger 871,male,11.36771846341113,1,0,TKT00871,13.5692,,S
872,1,1,Passenger 872,male,6.647515601552648,0,0,TKT00872,118.6225,,S
873,0,3,Passenger 873,male,,0,0,TKT00873,4.9246,,C
874,0,2,Passenger 874,male,21.55830362406195,0,0,TKT00874,7.9084,,S
875,0,3,Passenger 875,male,24.508835819116037,0,1,TKT00875,10.0264,,S
876,1,3,Passenger 876,female,4.004654372837678,0,1,TKT00876,6.453,,S
877,0,2,Passenger 877,male,20.49428959907225,0,0,TKT00877,22.475,,S
878,0,2,Passenger 878,male,29.89405784716389,0,1,TKT00878,27.4241,,S
879,1,3,Passenger 879,female,43.02529000672049,1,0,TKT00879,18.1577,,C
880,0,3,Passenger 880,male,19.202777672715058,0,1,TKT00880,7.19,,S
881,0,2,Passenger 881,female,53.203265683254955,0,1,TKT00881,29.9255,,S
882,0,3,Passenger 882,male,20.41621566148279,0,1,TKT00882,12.078,,S
883,1,3,Passenger 883,female,20.436714777807552,0,0,TKT00883,14.0312,,C
884,0,3,Passenger 884,male,51.52300572656923,0,1,TKT00884,9.4973,,S
885,1,1,Passenger 885,male,32.96044213309484,0,0,TKT00885,130.439,,S
886,1,2,Passenger 886,female,22.271653793837928,0,0,TKT00886,23.8622,,
887,1,2,Passenger 887,male,27.82813616347169,3,0,TKT00887,55.5486,,S
888,0,1,Passenger 888,male,48.94303008558883,0,0,TKT00888,49.049,,Q
889,0,1,Passenger 889,male,50.52683947475954,0,0,TKT00889,97.7846,,S
890,0,3,Passenger 890,male,,0,0,TKT00890,11.6821,,S
891,1,2,Passenger 891,female,29.405926658892486,0,0,TKT00891,21.5719,,S
